Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2018-04-27,2018,4,27,Friday,16,2018-16,11.0,11.1,10.61,10.61,495000,10.61,-0.03545457666570495,11.252142857142857,11.166818181818181
2018-04-30,2018,4,30,Monday,17,2018-17,10.7,11.08,10.1,10.92,1090900,10.92,0.02921775962750428,11.210714285714285,11.156086956521738
2018-05-01,2018,5,1,Tuesday,17,2018-17,10.84,11.04,10.41,10.58,581000,10.58,-0.031135544891248812,11.14642857142857,11.132083333333334
2018-05-02,2018,5,2,Wednesday,17,2018-17,10.52,10.64,10.21,10.26,558700,10.26,-0.030245718065386007,11.049285714285714,11.0972
2018-05-03,2018,5,3,Thursday,17,2018-17,10.19,10.46,10.0,10.08,844000,10.08,-0.017543889001978896,10.955,11.058076923076923
2018-05-04,2018,5,4,Friday,17,2018-17,10.18,10.28,9.86,9.99,954500,9.99,-0.00892858663383811,10.859285714285715,11.018518518518519
2018-05-07,2018,5,7,Monday,18,2018-18,10.01,10.14,9.86,10.0,877800,10.0,0.0010010239350302097,10.765,10.982142857142858
2018-05-08,2018,5,8,Tuesday,18,2018-18,10.05,10.49,9.95,10.27,733800,10.27,0.027000045776367276,10.687857142857144,10.95758620689655
2018-05-09,2018,5,9,Wednesday,18,2018-18,10.41,10.73,10.28,10.65,1043500,10.65,0.03700089034361609,10.637857142857142,10.947333333333335
2018-05-10,2018,5,10,Thursday,18,2018-18,10.73,11.68,10.51,11.0,1653000,11.0,0.03286388676115526,10.624285714285714,10.949032258064516
2018-05-11,2018,5,11,Friday,18,2018-18,11.06,12.19,11.06,11.46,3152500,11.46,0.04181818528608838,10.643571428571429,10.965
2018-05-14,2018,5,14,Monday,19,2018-19,11.55,12.2,11.5,12.07,1946800,12.07,0.05322859115591072,10.699285714285713,10.998484848484848
2018-05-15,2018,5,15,Tuesday,19,2018-19,12.07,12.42,11.52,12.16,1529300,12.16,0.007456516558694171,10.789285714285715,11.03264705882353
2018-05-16,2018,5,16,Wednesday,19,2018-19,12.24,14.35,12.16,14.11,3113400,14.11,0.160361828432106,11.01142857142857,11.120571428571429
2018-05-17,2018,5,17,Thursday,19,2018-19,13.83,14.87,13.03,13.55,4410200,13.55,-0.03968812753849893,11.221428571428573,11.188055555555556
2018-05-18,2018,5,18,Friday,19,2018-19,13.5,13.5,12.8,12.84,2469000,12.84,-0.05239852606293338,11.358571428571427,11.232702702702703
2018-05-21,2018,5,21,Monday,20,2018-20,12.94,13.18,12.67,12.75,3480100,12.75,-0.007009357594886856,11.513571428571428,11.272631578947369
2018-05-22,2018,5,22,Tuesday,20,2018-20,13.0,13.26,12.61,13.14,2364300,13.14,0.030588262221392437,11.719285714285714,11.320512820512821
2018-05-23,2018,5,23,Wednesday,20,2018-20,13.07,13.38,12.3,12.44,6222900,12.44,-0.05327250720318033,11.887857142857143,11.3485
2018-05-24,2018,5,24,Thursday,20,2018-20,14.35,15.49,13.45,13.85,16603700,13.85,0.11334411966619862,12.163571428571428,11.409512195121952
2018-05-25,2018,5,25,Friday,20,2018-20,13.86,14.44,13.85,14.24,3624500,14.24,0.02815879992106196,12.46642857142857,11.47690476190476
2018-05-29,2018,5,29,Tuesday,21,2018-21,14.3,15.19,14.22,15.03,4145300,15.03,0.05547752630272651,12.80642857142857,11.55953488372093
2018-05-30,2018,5,30,Wednesday,21,2018-21,15.2,16.88,15.19,16.67,6639700,16.67,0.10911512790815947,13.236428571428572,11.675681818181818
2018-05-31,2018,5,31,Thursday,21,2018-21,17.13,17.71,15.0,16.23,10142000,16.23,-0.026394752972037083,13.610000000000001,11.77688888888889
2018-06-01,2018,6,1,Friday,21,2018-21,16.51,17.2,15.87,16.91,4287600,16.91,0.04189774025601012,13.999285714285715,11.888478260869565
2018-06-04,2018,6,4,Monday,22,2018-22,17.4,18.16,16.25,16.43,5657600,16.43,-0.028385543853791773,14.310714285714287,11.985106382978723
2018-06-05,2018,6,5,Tuesday,22,2018-22,16.48,16.74,15.6,16.71,4193100,16.71,0.017041921734394005,14.635714285714284,12.083541666666667
2018-06-06,2018,6,6,Wednesday,22,2018-22,16.94,16.96,16.14,16.57,2725700,16.57,-0.008378180569652338,14.811428571428573,12.175102040816327
2018-06-07,2018,6,7,Thursday,22,2018-22,16.56,16.79,16.05,16.22,1983600,16.22,-0.021122533971986268,15.002142857142857,12.255999999999998
2018-06-08,2018,6,8,Friday,22,2018-22,16.1,19.35,15.85,18.95,10538300,18.95,0.16831082399228303,15.438571428571427,12.4102
2018-06-11,2018,6,11,Monday,23,2018-23,19.01,19.35,17.36,18.42,11994900,18.42,-0.027968372839437095,15.843571428571428,12.558599999999998
2018-06-12,2018,6,12,Tuesday,23,2018-23,18.62,19.1,17.6,18.66,7313900,18.66,0.013029303481221888,16.237857142857145,12.7118
2018-06-13,2018,6,13,Wednesday,23,2018-23,18.78,20.24,18.5,20.07,10175900,20.07,0.07556269340525512,16.782857142857143,12.895
2018-06-14,2018,6,14,Thursday,23,2018-23,20.69,22.7,19.6,20.5,19542000,20.5,0.02142502798775192,17.257857142857144,13.0856
2018-06-15,2018,6,15,Friday,23,2018-23,20.58,21.35,18.82,19.65,14056800,19.65,-0.04146343324242574,17.644285714285715,13.258999999999999
2018-06-18,2018,6,18,Monday,24,2018-24,19.35,21.66,18.95,21.28,10162500,21.28,0.08295170991138923,18.090714285714288,13.465800000000002
2018-06-19,2018,6,19,Tuesday,24,2018-24,20.8,21.25,19.08,19.18,10723700,19.18,-0.09868422526826348,18.27,13.6274
2018-06-20,2018,6,20,Wednesday,24,2018-24,20.04,20.29,18.5,18.54,8227700,18.54,-0.0333680594090362,18.435,13.7682
2018-06-21,2018,6,21,Thursday,24,2018-24,18.5,18.54,16.0,16.44,13195500,16.44,-0.1132686233963972,18.40142857142857,13.8674
2018-06-22,2018,6,22,Friday,24,2018-24,16.52,16.88,15.38,16.65,8722300,16.65,0.012773666523770322,18.417142857142856,13.968
2018-06-25,2018,6,25,Monday,25,2018-25,15.67,16.19,14.8,15.36,8813300,15.36,-0.07747747696146179,18.320714285714285,14.0472
2018-06-26,2018,6,26,Tuesday,25,2018-25,15.95,16.53,15.51,15.85,7155400,15.85,0.031901089566721996,18.26928571428571,14.137599999999999
2018-06-27,2018,6,27,Wednesday,25,2018-25,16.21,16.3,13.89,13.9,9576000,13.9,-0.12302843634118799,18.103571428571428,14.189200000000001
2018-06-28,2018,6,28,Thursday,25,2018-25,13.5,14.9,13.31,14.5,7180500,14.5,0.04316549625439259,17.785714285714285,14.2522
2018-06-29,2018,6,29,Friday,25,2018-25,14.9,14.9,13.82,13.99,6025800,13.99,-0.03517242957805766,17.469285714285714,14.305
2018-07-02,2018,7,2,Monday,26,2018-26,13.24,13.64,12.97,13.36,7243900,13.36,-0.0450321747496758,17.090714285714284,14.348400000000002
2018-07-03,2018,7,3,Tuesday,26,2018-26,13.54,14.09,13.12,13.8,3656400,13.8,0.03293417255723563,16.642857142857142,14.400599999999999
2018-07-05,2018,7,5,Thursday,26,2018-26,14.0,14.1,12.88,12.9,6617300,12.9,-0.06521743186705453,16.1,14.4328
2018-07-06,2018,7,6,Friday,26,2018-26,12.51,13.37,12.5,13.3,6019300,13.3,0.031007797211870303,15.64642857142857,14.480800000000002
2018-07-09,2018,7,9,Monday,27,2018-27,13.66,14.08,13.28,13.85,9256500,13.85,0.041353397206566056,15.115714285714285,14.537800000000002
2018-07-10,2018,7,10,Tuesday,27,2018-27,13.47,13.97,13.13,13.26,6777500,13.26,-0.0425992878222059,14.692857142857145,14.590800000000002
2018-07-11,2018,7,11,Wednesday,27,2018-27,12.96,13.53,12.76,12.78,7441200,12.78,-0.03619913179678136,14.281428571428572,14.628
2018-07-12,2018,7,12,Thursday,27,2018-27,13.2,14.4,12.95,14.26,11804400,14.26,0.11580598801519404,14.125714285714285,14.701600000000001
2018-07-13,2018,7,13,Friday,27,2018-27,14.5,14.69,13.5,13.8,9513200,13.8,-0.03225806667347031,13.922142857142859,14.7724
2018-07-16,2018,7,16,Monday,28,2018-28,13.72,14.25,13.28,13.8,8538200,13.8,0.0,13.810714285714285,14.8468
2018-07-17,2018,7,17,Tuesday,28,2018-28,13.42,14.15,13.1,13.69,6857100,13.69,-0.007971058610956816,13.656428571428572,14.9208
2018-07-18,2018,7,18,Wednesday,28,2018-28,13.95,14.99,13.9,14.43,10267600,14.43,0.05405410865408955,13.694285714285714,15.009400000000001
2018-07-19,2018,7,19,Thursday,28,2018-28,14.43,15.08,13.8,13.92,10799300,13.92,-0.03534305045710273,13.652857142857142,15.0824
2018-07-20,2018,7,20,Friday,28,2018-28,13.96,14.71,13.82,14.41,6371200,14.41,0.03520113278969328,13.682857142857143,15.1576
2018-07-23,2018,7,23,Monday,29,2018-29,14.41,14.7,13.64,14.18,4917200,14.18,-0.01596110650047189,13.741428571428571,15.221200000000001
2018-07-24,2018,7,24,Tuesday,29,2018-29,14.4,14.77,13.65,13.92,6209200,13.92,-0.018335699808619488,13.75,15.2704
2018-07-25,2018,7,25,Wednesday,29,2018-29,13.77,13.95,13.13,13.36,9249400,13.36,-0.040229914981853465,13.782857142857141,15.296199999999999
2018-07-26,2018,7,26,Thursday,29,2018-29,12.8,13.15,12.66,12.77,6985700,12.77,-0.04416161782000472,13.745000000000001,15.308399999999999
2018-07-27,2018,7,27,Friday,29,2018-29,13.1,13.1,12.0,12.13,6568300,12.13,-0.05011748789199599,13.622142857142858,15.268799999999999
2018-07-30,2018,7,30,Monday,30,2018-30,11.3,12.0,11.05,11.59,6687400,11.59,-0.044517721084779804,13.502857142857142,15.2296
2018-07-31,2018,7,31,Tuesday,30,2018-30,11.5,12.25,11.35,11.71,3235500,11.71,0.010353743225127277,13.426428571428572,15.207
2018-08-01,2018,8,1,Wednesday,30,2018-30,11.66,11.73,11.16,11.33,3789400,11.33,-0.032450906336721985,13.217142857142857,15.1786
2018-08-02,2018,8,2,Thursday,30,2018-30,11.0,11.52,10.7,11.51,6487900,11.51,0.015887052637940657,13.053571428571429,15.145999999999999
2018-08-03,2018,8,3,Friday,30,2018-30,11.51,11.6,11.0,11.06,2901600,11.06,-0.039096420531422815,12.857857142857144,15.1184
2018-08-06,2018,8,6,Monday,31,2018-31,11.12,11.74,11.11,11.27,3413000,11.27,0.01898734450086481,12.685,15.0668
2018-08-07,2018,8,7,Tuesday,31,2018-31,11.38,11.67,11.3,11.4,2804300,11.4,0.01153497386746305,12.468571428571428,15.01
2018-08-08,2018,8,8,Wednesday,31,2018-31,11.49,11.68,11.24,11.39,1809400,11.39,-0.0008771294335191415,12.28785714285714,14.9372
2018-08-09,2018,8,9,Thursday,31,2018-31,11.4,11.58,11.22,11.25,1839500,11.25,-0.012291513529657405,12.062142857142858,14.8288
2018-08-10,2018,8,10,Friday,31,2018-31,11.25,11.37,11.02,11.14,2683600,11.14,-0.009777747260199643,11.845,14.726999999999999
2018-08-13,2018,8,13,Monday,32,2018-32,11.19,11.27,10.7,10.81,2273700,10.81,-0.029622972489749877,11.622857142857143,14.605
2018-08-14,2018,8,14,Tuesday,32,2018-32,10.57,10.69,10.26,10.66,5840400,10.66,-0.013876093097312636,11.430000000000001,14.489600000000001
2018-08-15,2018,8,15,Wednesday,32,2018-32,9.9,10.3,9.09,10.27,10742700,10.27,-0.037054363015328606,11.251428571428573,14.3608
2018-08-16,2018,8,16,Thursday,32,2018-32,10.51,10.94,10.5,10.56,5202100,10.56,0.028738438034815905,11.139285714285716,14.240599999999999
2018-08-17,2018,8,17,Friday,32,2018-32,10.55,10.87,9.94,10.7,2922700,10.7,0.01325751743232595,11.075714285714286,14.1302
2018-08-20,2018,8,20,Monday,33,2018-33,11.25,11.44,10.5,11.3,5316300,11.3,0.05607480300608847,11.046428571428573,13.9772
2018-08-21,2018,8,21,Tuesday,33,2018-33,11.55,12.43,11.5,11.85,5490500,11.85,0.048672582429319045,11.08357142857143,13.845800000000002
2018-08-22,2018,8,22,Wednesday,33,2018-33,11.75,11.82,10.96,11.01,4486300,11.01,-0.07088608654405015,11.047857142857142,13.6928
2018-08-23,2018,8,23,Thursday,33,2018-33,11.21,11.35,10.43,10.53,4609900,10.53,-0.04359677438075704,11.01,13.502
2018-08-24,2018,8,24,Friday,33,2018-33,10.58,10.99,10.41,10.91,3993900,10.91,0.036087381203921076,10.984285714285715,13.3102
2018-08-27,2018,8,27,Monday,34,2018-34,11.45,11.77,10.96,11.53,9487100,11.53,0.05682858792212975,10.993571428571428,13.147800000000002
2018-08-28,2018,8,28,Tuesday,34,2018-34,12.85,13.75,12.64,13.08,19444300,13.08,0.13443193639480167,11.114285714285714,12.983799999999999
2018-08-29,2018,8,29,Wednesday,34,2018-34,13.0,14.23,12.18,13.76,9428200,13.76,0.05198779121881758,11.293571428571429,12.875399999999999
2018-08-30,2018,8,30,Thursday,34,2018-34,13.4,13.7,12.25,13.14,8767700,13.14,-0.045058130468466184,11.436428571428573,12.7674
2018-08-31,2018,8,31,Friday,34,2018-34,12.7,13.4,12.7,12.83,3801300,12.83,-0.023592116553804332,11.580714285714285,12.6952
2018-09-04,2018,9,4,Tuesday,35,2018-35,12.75,12.86,12.04,12.5,3758800,12.5,-0.025720960691224315,11.712142857142856,12.6122
2018-09-05,2018,9,5,Wednesday,35,2018-35,12.25,12.31,11.35,11.39,5320200,11.39,-0.0887999725341797,11.792142857142858,12.5328
2018-09-06,2018,9,6,Thursday,35,2018-35,11.59,11.66,11.11,11.4,2416400,11.4,0.0008778994649794036,11.852142857142855,12.4438
2018-09-07,2018,9,7,Friday,35,2018-35,11.26,11.88,11.0,11.71,2973200,11.71,0.027193020174562488,11.924285714285714,12.4
2018-09-10,2018,9,10,Monday,36,2018-36,11.73,11.94,11.31,11.31,2528300,11.31,-0.034158805911803425,11.924999999999999,12.336200000000002
2018-09-11,2018,9,11,Tuesday,36,2018-36,11.11,11.99,11.11,11.84,3510300,11.84,0.046861159443631006,11.924285714285714,12.293199999999999
2018-09-12,2018,9,12,Wednesday,36,2018-36,12.0,13.68,11.89,13.03,9417300,13.03,0.1005067200208778,12.06857142857143,12.286599999999998
2018-09-13,2018,9,13,Thursday,36,2018-36,13.46,14.12,13.16,13.35,6425300,13.35,0.024558760940631696,12.27,12.2776
2018-09-14,2018,9,14,Friday,36,2018-36,13.29,13.66,12.91,13.52,3904800,13.52,0.01273408774803575,12.456428571428573,12.29
2018-09-17,2018,9,17,Monday,37,2018-37,13.29,13.5,12.77,13.23,3328900,13.23,-0.021449771132279416,12.577857142857143,12.288599999999999
2018-09-18,2018,9,18,Tuesday,37,2018-37,13.4,14.07,13.13,13.76,3956200,13.76,0.040060521918651615,12.626428571428571,12.286799999999998
2018-09-19,2018,9,19,Wednesday,37,2018-37,13.69,14.0,13.2,13.22,2756300,13.22,-0.0392441826214206,12.587857142857143,12.286
2018-09-20,2018,9,20,Thursday,37,2018-37,13.49,13.69,12.97,13.44,2206200,13.44,0.016641400068892587,12.609285714285713,12.2992
2018-09-21,2018,9,21,Friday,37,2018-37,13.45,13.67,12.36,12.43,5074600,12.43,-0.07514875794205311,12.580714285714285,12.262599999999999
2018-09-24,2018,9,24,Monday,38,2018-38,11.7,12.23,11.28,12.0,5842200,12.0,-0.0345937485614326,12.545,12.226600000000001
2018-09-25,2018,9,25,Tuesday,38,2018-38,12.0,12.66,11.7,12.55,3393300,12.55,0.04583334922790527,12.627857142857142,12.2016
2018-09-26,2018,9,26,Wednesday,38,2018-38,12.49,13.42,12.45,12.87,4916700,12.87,0.025497983263813806,12.732857142857144,12.1852
2018-09-27,2018,9,27,Thursday,38,2018-38,12.87,13.1,12.73,13.02,2278900,13.02,0.011655056218990323,12.82642857142857,12.157
2018-09-28,2018,9,28,Friday,38,2018-38,12.9,13.69,12.89,13.48,4170800,13.48,0.03533018957755596,12.981428571428571,12.1482
2018-10-01,2018,10,1,Monday,39,2018-39,13.7,14.09,13.57,13.95,3226400,13.95,0.034866489836010484,13.132142857142856,12.139000000000001
2018-10-02,2018,10,2,Tuesday,39,2018-39,13.4,13.7,12.84,13.31,4114300,13.31,-0.04587809307519641,13.152142857142858,12.121599999999999
2018-10-03,2018,10,3,Wednesday,39,2018-39,15.15,15.5,14.03,14.37,18033500,14.37,0.0796393262602848,13.225,12.1306
2018-10-04,2018,10,4,Thursday,39,2018-39,14.14,14.44,12.89,13.55,6889500,13.55,-0.05706330559182993,13.227142857142855,12.134400000000001
2018-10-05,2018,10,5,Friday,39,2018-39,13.37,13.88,12.9,13.35,4572100,13.35,-0.014760133317333168,13.235714285714286,12.146
2018-10-08,2018,10,8,Monday,40,2018-40,12.72,13.74,12.65,13.63,3539400,13.63,0.020973762170062527,13.226428571428572,12.176000000000002
2018-10-09,2018,10,9,Tuesday,40,2018-40,13.31,13.53,13.0,13.17,2463100,13.17,-0.03374908542074073,13.222857142857142,12.2076
2018-10-10,2018,10,10,Wednesday,40,2018-40,13.26,13.26,12.1,12.42,3842200,12.42,-0.056947607870557526,13.150000000000002,12.221799999999998
2018-10-11,2018,10,11,Thursday,40,2018-40,12.03,12.9,12.02,12.69,3187200,12.69,0.021739090372849823,13.168571428571429,12.249
2018-10-12,2018,10,12,Friday,40,2018-40,13.37,13.85,13.28,13.71,4143800,13.71,0.08037828932165048,13.290714285714285,12.293000000000001
2018-10-15,2018,10,15,Monday,41,2018-41,13.28,14.18,13.26,13.95,3159600,13.95,0.01750545371629353,13.390714285714285,12.3508
2018-10-16,2018,10,16,Tuesday,41,2018-41,14.0,14.29,13.26,13.46,4059800,13.46,-0.03512543210163499,13.432857142857143,12.3946
2018-10-17,2018,10,17,Wednesday,41,2018-41,13.67,13.72,12.91,13.25,2130200,13.25,-0.015601785850803296,13.449285714285717,12.431600000000001
2018-10-18,2018,10,18,Thursday,41,2018-41,12.91,13.1,12.49,12.61,3147800,12.61,-0.048301912703604066,13.387142857142857,12.456000000000001
2018-10-19,2018,10,19,Friday,41,2018-41,12.94,13.07,12.37,12.49,1924100,12.49,-0.009516248122619086,13.282857142857143,12.480800000000002
2018-10-22,2018,10,22,Monday,42,2018-42,13.0,13.07,12.75,13.05,3448800,13.05,0.04483590311279606,13.264285714285714,12.519
2018-10-23,2018,10,23,Tuesday,42,2018-42,12.67,13.17,12.57,12.97,1836300,12.97,-0.006130262263356334,13.164285714285715,12.5622
2018-10-24,2018,10,24,Wednesday,42,2018-42,12.89,12.94,11.87,11.99,3620900,11.99,-0.07555901894635386,13.052857142857144,12.5888
2018-10-25,2018,10,25,Thursday,42,2018-42,12.24,12.63,12.21,12.57,2778000,12.57,0.04837363926421201,12.997142857142856,12.6348
2018-10-26,2018,10,26,Friday,42,2018-42,12.25,13.26,12.15,13.17,2576700,13.17,0.04773272840386622,12.964285714285714,12.687000000000001
2018-10-29,2018,10,29,Monday,43,2018-43,13.45,13.55,12.26,12.47,2044300,12.47,-0.05315108619666142,12.914285714285715,12.7224
2018-10-30,2018,10,30,Tuesday,43,2018-43,12.58,13.4,12.31,13.1,2481200,13.1,0.050521259097857873,12.962857142857143,12.7584
2018-10-31,2018,10,31,Wednesday,43,2018-43,13.63,14.5,13.28,13.5,8966500,13.5,0.030534321136057585,13.020714285714286,12.7914
2018-11-01,2018,11,1,Thursday,43,2018-43,13.85,15.16,13.03,14.19,12344900,14.19,0.05111108002839271,13.054999999999998,12.855
2018-11-02,2018,11,2,Friday,43,2018-43,14.96,15.18,14.16,14.43,5443900,14.43,0.016913370816745044,13.089285714285714,12.933
2018-11-05,2018,11,5,Monday,44,2018-44,14.4,14.78,14.25,14.36,1709300,14.36,-0.004851049689404863,13.153571428571427,13.002
2018-11-06,2018,11,6,Tuesday,44,2018-44,14.36,15.48,14.35,14.91,4477600,14.91,0.038300849852675345,13.272142857142857,13.069599999999998
2018-11-07,2018,11,7,Wednesday,44,2018-44,15.39,15.44,14.81,15.15,2010600,15.15,0.016096564290697835,13.453571428571427,13.111
2018-11-08,2018,11,8,Thursday,44,2018-44,15.06,15.08,14.35,14.49,2149400,14.49,-0.043564347460764985,13.596428571428572,13.125600000000002
2018-11-09,2018,11,9,Friday,44,2018-44,14.06,14.06,13.32,13.4,2689400,13.4,-0.07522430433439387,13.621428571428572,13.1308
2018-11-12,2018,11,12,Monday,45,2018-45,13.51,13.71,12.78,12.9,3235700,12.9,-0.03731343389805564,13.616428571428573,13.132200000000001
2018-11-13,2018,11,13,Tuesday,45,2018-45,13.33,13.93,13.1,13.77,2395300,13.77,0.06744192751631406,13.743571428571428,13.1576
2018-11-14,2018,11,14,Wednesday,45,2018-45,13.87,14.14,13.54,13.56,1710900,13.56,-0.015250546925622777,13.814285714285715,13.201
2018-11-15,2018,11,15,Thursday,45,2018-45,13.86,14.79,13.79,14.47,3435800,14.47,0.06710913121327411,13.907142857142857,13.2624
2018-11-16,2018,11,16,Friday,45,2018-45,14.2,14.94,13.96,14.5,3597400,14.5,0.002073236518146393,14.052142857142856,13.3182
2018-11-19,2018,11,19,Monday,46,2018-46,14.4,14.42,13.02,13.02,5016800,13.02,-0.10172416423929154,14.046428571428573,13.352399999999998
2018-11-20,2018,11,20,Tuesday,46,2018-46,13.05,13.9,12.85,13.6,5870700,13.6,0.04414593318846749,14.053571428571429,13.387599999999999
2018-11-21,2018,11,21,Wednesday,46,2018-46,13.79,16.13,13.75,15.14,19460700,15.14,0.11323528813655837,14.121428571428572,13.4298
2018-11-23,2018,11,23,Friday,46,2018-46,14.53,15.06,14.2,14.98,2797700,14.98,-0.010568084376364695,14.160714285714286,13.4624
2018-11-26,2018,11,26,Monday,47,2018-47,15.15,15.36,14.64,14.94,2888400,14.94,-0.00267022450436305,14.202142857142858,13.490800000000002
2018-11-27,2018,11,27,Tuesday,47,2018-47,14.7,15.19,14.5,14.97,3099600,14.97,0.002008078145122605,14.206428571428571,13.525600000000003
2018-11-28,2018,11,28,Wednesday,47,2018-47,15.2,16.17,15.03,16.14,5337900,16.14,0.07815625262188775,14.27714285714286,13.573200000000002
2018-11-29,2018,11,29,Thursday,47,2018-47,15.93,15.95,14.64,14.93,6587000,14.93,-0.07496896717658508,14.308571428571428,13.6074
2018-11-30,2018,11,30,Friday,47,2018-47,15.15,15.74,14.9,15.61,5782600,15.61,0.04554583641004539,14.46642857142857,13.650799999999998
2018-12-03,2018,12,3,Monday,48,2018-48,16.29,16.74,15.32,15.42,5354700,15.42,-0.012171658203850577,14.64642857142857,13.7106
2018-12-04,2018,12,4,Tuesday,48,2018-48,15.52,15.7,14.11,14.33,4901300,14.33,-0.07068742848215748,14.686428571428573,13.757200000000001
2018-12-06,2018,12,6,Thursday,48,2018-48,14.03,14.73,13.9,14.68,4840400,14.68,0.024424311467770687,14.766428571428573,13.7998
2018-12-07,2018,12,7,Friday,48,2018-48,14.66,15.4,14.52,14.69,3614300,14.69,0.0006811495231369147,14.782142857142858,13.836200000000002
2018-12-10,2018,12,10,Monday,49,2018-49,14.59,15.09,14.59,14.71,3151300,14.71,0.0013615015884942405,14.797142857142857,13.87
2018-12-11,2018,12,11,Tuesday,49,2018-49,15.02,15.33,14.81,15.05,2029900,15.05,0.023113538525233013,14.942142857142857,13.9014
2018-12-12,2018,12,12,Wednesday,49,2018-49,15.3,15.64,15.17,15.29,3441400,15.29,0.015946828443624383,15.062857142857142,13.928199999999999
2018-12-13,2018,12,13,Thursday,49,2018-49,15.44,15.57,14.91,14.95,2628500,14.95,-0.02223676608477143,15.049285714285714,13.960999999999999
2018-12-14,2018,12,14,Friday,49,2018-49,14.8,15.43,14.3,15.22,4102300,15.22,0.01806023151895575,15.066428571428572,13.978000000000002
2018-12-17,2018,12,17,Monday,50,2018-50,14.93,14.94,14.22,14.28,3110000,14.28,-0.06176087500431571,15.019285714285715,13.9926
2018-12-18,2018,12,18,Tuesday,50,2018-50,14.48,14.8,14.3,14.72,3046800,14.72,0.030812362905140445,15.001428571428573,14.02
2018-12-19,2018,12,19,Wednesday,50,2018-50,14.8,15.17,14.5,14.55,3241400,14.55,-0.011548918016987209,14.887857142857142,14.0384
2018-12-20,2018,12,20,Thursday,50,2018-50,15.18,15.23,14.05,14.63,7514500,14.63,0.005498276471294972,14.866428571428573,14.0676
2018-12-21,2018,12,21,Friday,50,2018-50,15.18,15.5,13.16,13.3,13876800,13.3,-0.09090908498307149,14.70142857142857,14.085200000000002
2018-12-24,2018,12,24,Monday,51,2018-51,13.04,13.83,12.66,13.71,4584300,13.71,0.03082705575430933,14.579285714285716,14.105599999999999
2018-12-26,2018,12,26,Wednesday,51,2018-51,13.78,13.96,13.27,13.85,3562200,13.85,0.01021154944808278,14.545,14.1084
